Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64570651,04/07/2025 12:38:04 AM,04/07/2025 01:41:13 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10026,21 CENTRAL PARK NORTH,CENTRAL PARK NORTH,FRAWLEY CIRCLE,LENOX AVENUE,FRAWLEY CIRCLE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  110 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/07/2025 01:41:23 AM,10 MANHATTAN,1015940022,MANHATTAN,997971,229796,PHONE,Unspecified,MANHATTAN,Truck,,,,,,,40.797402302619254,-73.95044346615909,"(40.797402302619254, -73.95044346615909)"
64576952,04/07/2025 12:37:24 AM,04/07/2025 01:43:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,93 SCOTT AVENUE,SCOTT AVENUE,RANDOLPH STREET,SCOTT AVENUE FOOTBRIDGE,RANDOLPH STREET,SCOTT AVENUE FOOTBRIDGE,ADDRESS,BROOKLYN,SCOTT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:43:18 AM,01 BROOKLYN,3029780046,BROOKLYN,1005598,198128,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71046658960932,-73.92299736340173,"(40.71046658960932, -73.92299736340173)"
64571085,04/07/2025 12:37:20 AM,04/07/2025 12:45:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:46:02 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
64575933,04/07/2025 12:36:11 AM,04/07/2025 01:46:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,24-17 98 STREET,98 STREET,24 AVENUE,25 AVENUE,24 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,98 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:46:18 AM,03 QUEENS,4011090050,QUEENS,1019714,218302,ONLINE,Unspecified,QUEENS,,,,,,,,40.76579384193644,-73.87197439231652,"(40.76579384193644, -73.87197439231652)"
64573988,04/07/2025 12:35:41 AM,04/07/2025 12:45:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:45:32 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64573804,04/07/2025 12:35:26 AM,04/07/2025 12:58:25 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,1788 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,SHORE PARKWAY,EMMONS AVENUE,SHORE PARKWAY,EMMONS AVENUE,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 12:58:29 AM,15 BROOKLYN,3087710124,BROOKLYN,997924,152084,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5841010008306,-73.95077095462739,"(40.5841010008306, -73.95077095462739)"
64571328,04/07/2025 12:34:57 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,11213,1453 PROSPECT PLACE,PROSPECT PLACE,UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,,In Progress,,,,08 BROOKLYN,3013610056,BROOKLYN,1004095,184528,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.673141240562664,-73.92845877400181,"(40.673141240562664, -73.92845877400181)"
64576290,04/07/2025 12:34:53 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11233,1325 HERKIMER STREET,HERKIMER STREET,PLEASANT PLACE,MONACO PLACE,PLEASANT PLACE,MONACO PLACE,ADDRESS,BROOKLYN,HERKIMER STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,04/07/2025 01:54:19 AM,16 BROOKLYN,3015527501,BROOKLYN,1009336,186107,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67746193761182,-73.90955910367998,"(40.67746193761182, -73.90955910367998)"
64574411,04/07/2025 12:34:51 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11207,2887 FULTON STREET,FULTON STREET,JEROME STREET,WARWICK STREET,JEROME STREET,WARWICK STREET,ADDRESS,BROOKLYN,FULTON STREET,,In Progress,,,,05 BROOKLYN,3039370047,BROOKLYN,1015306,186629,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67887577701878,-73.88803347331566,"(40.67887577701878, -73.88803347331566)"
64572840,04/07/2025 12:34:46 AM,04/07/2025 01:35:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,54 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,HARRISON PLACE,GRATTAN STREET,HARRISON PLACE,GRATTAN STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/07/2025 01:35:53 AM,01 BROOKLYN,3030030012,BROOKLYN,1003432,196650,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70641479166431,-73.93081437325559,"(40.70641479166431, -73.93081437325559)"
64574851,04/07/2025 12:34:39 AM,04/07/2025 01:34:06 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,655 PELHAM PARKWAY NORTH,PELHAM PARKWAY NORTH,BARKER AVENUE,OLINVILLE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,PELHAM PARKWAY NORTH,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/07/2025 01:34:13 AM,11 BRONX,2043380006,BRONX,1020386,251805,MOBILE,Unspecified,BRONX,,,,,,,,40.85774742188966,-73.86936810048957,"(40.85774742188966, -73.86936810048957)"
64576255,04/07/2025 12:33:58 AM,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,Restaurant,11217,240 FLATBUSH AVENUE,FLATBUSH AVENUE,BERGEN STREET,6 AVENUE,BERGEN STREET,6 AVENUE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,In Progress,,,,06 BROOKLYN,3009330042,BROOKLYN,991239,187165,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.680398694255864,-73.97480191514879,"(40.680398694255864, -73.97480191514879)"
64574382,04/07/2025 12:33:34 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11208,33 HILL STREET,HILL STREET,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,BROOKLYN,HILL STREET,,In Progress,,,,05 BROOKLYN,3041650043,BROOKLYN,1019794,186584,PHONE,Unspecified,BROOKLYN,,,,,,,,40.678735379100424,-73.87185309821206,"(40.678735379100424, -73.87185309821206)"
64572385,04/07/2025 12:32:33 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,1226 FLUSHING AVENUE,FLUSHING AVENUE,WYCKOFF AVENUE,GARDNER AVENUE,WYCKOFF AVENUE,GARDNER AVENUE,ADDRESS,BROOKLYN,FLUSHING AVENUE,,In Progress,,,,04 BROOKLYN,3031680001,BROOKLYN,1005289,197021,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70742887810631,-73.92411539070756,"(40.70742887810631, -73.92411539070756)"
64576831,04/07/2025 12:32:30 AM,04/07/2025 01:23:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,119 ELLWOOD STREET,ELLWOOD STREET,WEST  196 STREET,SHERMAN AVENUE,WEST  196 STREET,SHERMAN AVENUE,ADDRESS,NEW YORK,ELLWOOD STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:23:03 AM,12 MANHATTAN,1021740001,MANHATTAN,1003742,253328,PHONE,Unspecified,MANHATTAN,Car,,,,,,,40.86198003431316,-73.92953181391792,"(40.86198003431316, -73.92953181391792)"
64571302,04/07/2025 12:32:28 AM,,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Street,11217,185 FLATBUSH AVENUE,FLATBUSH AVENUE,5 AVENUE,DEAN STREET,5 AVENUE,DEAN STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,In Progress,,,,06 BROOKLYN,,BROOKLYN,990842,187899,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68241366191831,-73.97623253768236,"(40.68241366191831, -73.97623253768236)"
64576434,04/07/2025 12:31:26 AM,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11204,2042 59 STREET,59 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,59 STREET,,In Progress,,,,12 BROOKLYN,3055140023,BROOKLYN,989461,164911,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61931752432149,-73.98122949471853,"(40.61931752432149, -73.98122949471853)"
64570453,04/07/2025 12:31:16 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,In Progress,,,,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,,,,,,,,40.8315271048226,-73.92886303221528,"(40.8315271048226, -73.92886303221528)"
64575007,04/07/2025 12:30:54 AM,04/07/2025 12:45:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:45:22 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64572389,04/07/2025 12:30:52 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10464,219 FORDHAM STREET,FORDHAM STREET,FORDHAM PLACE,FORDHAM PLACE,FORDHAM PLACE,FORDHAM PLACE,ADDRESS,BRONX,FORDHAM STREET,,In Progress,,,,10 BRONX,2056440258,BRONX,1044134,248271,ONLINE,Unspecified,BRONX,,,,,,,,40.84791852851222,-73.78355075766268,"(40.84791852851222, -73.78355075766268)"
64571467,04/07/2025 12:30:49 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11354,154-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,154 STREET,155 STREET,154 STREET,155 STREET,ADDRESS,FLUSHING,NORTHERN BOULEVARD,,In Progress,,,,07 QUEENS,4052650007,QUEENS,1036647,217921,PHONE,Unspecified,QUEENS,,,,,,,,40.76466395447205,-73.8108491205443,"(40.76466395447205, -73.8108491205443)"
64577766,04/07/2025 12:30:33 AM,04/07/2025 12:51:15 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,511 WILLIAMS AVENUE,WILLIAMS AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:51:22 AM,05 BROOKLYN,3038190010,BROOKLYN,1012682,180954,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.663308000053604,-73.89751773618866,"(40.663308000053604, -73.89751773618866)"
64570399,04/07/2025 12:30:09 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,465 OCEAN PARKWAY,OCEAN PARKWAY,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,,In Progress,,,,12 BROOKLYN,3053900066,BROOKLYN,991764,171429,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63720640715453,-73.97292661917737,"(40.63720640715453, -73.97292661917737)"
64570535,04/07/2025 12:30:06 AM,,DOT,Department of Transportation,Street Sign - Missing,Stop,Street,11377,48-10 43 STREET,43 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,43 STREET,,In Progress,,,,02 QUEENS,4001780025,QUEENS,1005778,208654,MOBILE,Unspecified,QUEENS,,,,,,,,40.739357457128406,-73.92231442892657,"(40.739357457128406, -73.92231442892657)"
64574328,04/07/2025 12:29:56 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,88-53 53 AVENUE,53 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,53 AVENUE,,In Progress,,,,04 QUEENS,4018380049,QUEENS,1019071,208155,ONLINE,Unspecified,QUEENS,,,,,,,,40.73794547967564,-73.87434817361098,"(40.73794547967564, -73.87434817361098)"
64577861,04/07/2025 12:29:55 AM,04/07/2025 12:49:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,2082 VALENTINE AVENUE,VALENTINE AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,VALENTINE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 12:49:48 AM,05 BRONX,2031440002,BRONX,1011947,249985,PHONE,Unspecified,BRONX,,,,,,,,40.852782576688604,-73.89988263515792,"(40.852782576688604, -73.89988263515792)"
64571868,04/07/2025 12:29:55 AM,04/07/2025 01:01:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11419,109-08 LIBERTY AVENUE,LIBERTY AVENUE,109 STREET,110 STREET,109 STREET,110 STREET,ADDRESS,SOUTH RICHMOND HILL,LIBERTY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:01:48 AM,10 QUEENS,4095320004,QUEENS,1030670,188574,PHONE,Unspecified,QUEENS,,,,,,,,40.68414711447904,-73.83262819498826,"(40.68414711447904, -73.83262819498826)"
64571036,04/07/2025 12:29:48 AM,04/07/2025 12:38:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10461,127 WESTCHESTER SQUARE,WESTCHESTER SQUARE,FERRIS PLACE,EAST TREMONT AVENUE,FERRIS PLACE,EAST TREMONT AVENUE,ADDRESS,BRONX,WESTCHESTER SQUARE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,04/07/2025 12:38:37 AM,10 BRONX,2038590011,BRONX,1027835,245449,ONLINE,Unspecified,BRONX,,,,,,,,40.8402684755769,-73.84248128263012,"(40.8402684755769, -73.84248128263012)"
64577334,04/07/2025 12:29:43 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11360,203-66 27 AVENUE,27 AVENUE,203 STREET,206 STREET,203 STREET,206 STREET,ADDRESS,BAYSIDE,27 AVENUE,,In Progress,,,,11 QUEENS,4059800054,QUEENS,1043315,221593,ONLINE,Unspecified,QUEENS,,,,,,,,40.77470057463633,-73.78674575086384,"(40.77470057463633, -73.78674575086384)"
64576142,04/07/2025 12:29:07 AM,,DSNY,Department of Sanitation,Dirty Condition,Debris from Car Accident,Street,11691,199 BEACH   29 STREET,BEACH   29 STREET,LEWMAY ROAD,SEAGIRT AVENUE,LEWMAY ROAD,SEAGIRT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   29 STREET,,In Progress,,,,14 QUEENS,4158080029,QUEENS,1050371,156048,ONLINE,Unspecified,QUEENS,,,,,,,,40.5947452943134,-73.76191338074696,"(40.5947452943134, -73.76191338074696)"
64573273,04/07/2025 12:29:03 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11215,1 PROSPECT PARK SOUTHWEST,PROSPECT PARK SOUTHWEST,PROSPECT PARK WEST,10 AVENUE,PROSPECT PARK WEST,10 AVENUE,ADDRESS,BROOKLYN,PROSPECT PARK SOUTHWEST,,In Progress,,,,07 BROOKLYN,3011060005,BROOKLYN,989964,180010,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66076073513256,-73.97940485487122,"(40.66076073513256, -73.97940485487122)"
64574001,04/07/2025 12:28:38 AM,04/07/2025 12:45:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:46:03 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
64572409,04/07/2025 12:28:30 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2144 BROWN STREET,BROWN STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,BROWN STREET,,In Progress,,,,15 BROOKLYN,3073640024,BROOKLYN,1000974,157731,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59959565061343,-73.939776390525,"(40.59959565061343, -73.939776390525)"
64575885,04/07/2025 12:28:19 AM,04/07/2025 01:35:31 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,415 EAST   16 STREET,EAST   16 STREET,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,EAST   16 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:35:34 AM,14 BROOKLYN,3051590047,BROOKLYN,994431,172599,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64041514286851,-73.96331549797361,"(40.64041514286851, -73.96331549797361)"
64575960,04/07/2025 12:28:12 AM,04/07/2025 01:14:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,407 EAST  116 STREET,EAST  116 STREET,1 AVENUE,PLEASANT AVENUE,1 AVENUE,PLEASANT AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:14:26 AM,11 MANHATTAN,1017100006,MANHATTAN,1002271,229217,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79580538211013,-73.93491459019106,"(40.79580538211013, -73.93491459019106)"
64573241,04/07/2025 12:28:09 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,341 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,PALMETTO STREET,WOODBINE STREET,PALMETTO STREET,WOODBINE STREET,ADDRESS,RIDGEWOOD,ST NICHOLAS AVENUE,,In Progress,,,04/07/2025 02:23:45 AM,05 QUEENS,4034490006,QUEENS,1009255,194517,ONLINE,Unspecified,QUEENS,,,,,,,,40.700545671364274,-73.90981991340574,"(40.700545671364274, -73.90981991340574)"
64576903,04/07/2025 12:28:06 AM,04/07/2025 12:32:38 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:32:42 AM,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,,,,,,,,40.8315271048226,-73.92886303221528,"(40.8315271048226, -73.92886303221528)"
64577434,04/07/2025 12:27:57 AM,,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11207,2887 FULTON STREET,FULTON STREET,JEROME STREET,WARWICK STREET,JEROME STREET,WARWICK STREET,ADDRESS,BROOKLYN,FULTON STREET,,In Progress,,,,05 BROOKLYN,3039370047,BROOKLYN,1015306,186629,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67887577701878,-73.88803347331566,"(40.67887577701878, -73.88803347331566)"
64576889,04/07/2025 12:27:53 AM,04/07/2025 12:55:58 AM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11204,5521 18 AVENUE,18 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,ADDRESS,BROOKLYN,18 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 12:56:04 AM,12 BROOKLYN,,BROOKLYN,988537,166879,PHONE,Gravesend Park,BROOKLYN,,,,,,,,40.624719768701624,-73.98455657855753,"(40.624719768701624, -73.98455657855753)"
64571072,04/07/2025 12:27:43 AM,04/07/2025 12:49:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,2067 RYER AVENUE,RYER AVENUE,EAST BURNSIDE AVENUE,EAST  180 STREET,EAST BURNSIDE AVENUE,EAST  180 STREET,ADDRESS,BRONX,RYER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 12:49:37 AM,05 BRONX,2031560062,BRONX,1011610,249784,PHONE,Unspecified,BRONX,,,,,,,,40.852231942489105,-73.90110162071166,"(40.852231942489105, -73.90110162071166)"
64571975,04/07/2025 12:27:34 AM,04/07/2025 12:34:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,EAST  104 STREET,EAST  104 STREET,EAST  104 STREET,LEXINGTON AVENUE,EAST  104 STREET,LEXINGTON AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 12:34:53 AM,11 MANHATTAN,,MANHATTAN,998862,227442,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79093978217329,-73.94723053805662,"(40.79093978217329, -73.94723053805662)"
64575189,04/07/2025 12:27:09 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,11-20 129 STREET,129 STREET,11 AVENUE,14 AVENUE,11 AVENUE,14 AVENUE,ADDRESS,COLLEGE POINT,129 STREET,,In Progress,,,,07 QUEENS,4040060128,QUEENS,1028775,226112,MOBILE,Unspecified,QUEENS,,,,,,,,40.78718920965573,-73.8392123518629,"(40.78718920965573, -73.8392123518629)"
64572358,04/07/2025 12:27:09 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11102,28-16 21 STREET,21 STREET,28 AVENUE,29 AVENUE,28 AVENUE,29 AVENUE,ADDRESS,ASTORIA,21 STREET,,In Progress,,,,01 QUEENS,4005380046,QUEENS,1004437,220098,ONLINE,Unspecified,QUEENS,,,,,,,,40.77077147793403,-73.92711917744263,"(40.77077147793403, -73.92711917744263)"
64574279,04/07/2025 12:27:07 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10453,1514 SEDGWICK AVENUE,SEDGWICK AVENUE,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,,In Progress,,,04/07/2025 01:52:19 AM,05 BRONX,2028800009,BRONX,1005011,247773,MOBILE,Unspecified,BRONX,,,,,,,,40.846730326976626,-73.92496128467603,"(40.846730326976626, -73.92496128467603)"
64573535,04/07/2025 12:26:58 AM,,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11375,108-09 65 ROAD,65 ROAD,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,65 ROAD,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,04/07/2025 12:43:27 AM,06 QUEENS,4021720058,QUEENS,1026344,205670,MOBILE,Unspecified,QUEENS,,,,,,,,40.73109315172536,-73.84811909710055,"(40.73109315172536, -73.84811909710055)"
64573306,04/07/2025 12:26:57 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11365,KISSENA CORRIDOR PARK EAST,KISSENA CORRIDOR PARK EAST,189 STREET,190 STREET,189 STREET,190 STREET,UNRECOGNIZED,FRESH MEADOWS,KISSENA CORRIDOR PARK EAST,,In Progress,,,,11 QUEENS,4056610002,QUEENS,1043405,210558,ONLINE,Unspecified,QUEENS,,,,,,,,40.74441181443794,-73.78651790499485,"(40.74441181443794, -73.78651790499485)"
64572911,04/07/2025 12:26:55 AM,04/07/2025 12:36:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10027,449 WEST  125 STREET,WEST  125 STREET,MORNINGSIDE AVENUE,AMSTERDAM AVENUE,MORNINGSIDE AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  125 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/07/2025 12:36:52 AM,09 MANHATTAN,1019660046,MANHATTAN,996519,235375,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81271725522785,-73.95567750031833,"(40.81271725522785, -73.95567750031833)"
64576682,04/07/2025 12:26:52 AM,04/07/2025 01:01:58 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11435,145-20 105 AVENUE,105 AVENUE,INWOOD STREET,PRINCETON STREET,INWOOD STREET,PRINCETON STREET,ADDRESS,JAMAICA,105 AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,04/07/2025 01:02:04 AM,12 QUEENS,4100470009,QUEENS,1037856,191852,PHONE,Unspecified,QUEENS,,,,,,,,40.693103846131834,-73.80669237242394,"(40.693103846131834, -73.80669237242394)"
